evaluation_setting,manuscript_table,dataset,subject,primary,baseline,primary_accuracy,baseline_accuracy,difference_primary_minus_baseline,calibration_trial_ids_sha256,test_trial_ids_sha256
subject_adapted,Table V,atten_word,VP022,SingLEM,BIOT,0.7619047619047619,0.5238095238095238,0.238095238095,12f0e884661f3041d3817496947ec0a1c34a650e02a8c5e4f85a201fa90717ec,c647d4d2868a5b15fcb54d6b2da956b9c6463cc0c091a35eab4eff4df5b1955d
subject_adapted,Table V,atten_word,VP023,SingLEM,BIOT,0.6904761904761905,0.6904761904761905,0.0,47ddd71370649967e16413012f7bea2ee03744ee65a24a89df40cc82f6d0c9c6,f1077882c5edf54b602297c2ddd96203b47c1ecb1042c07ef4c98f7480775dc6
subject_adapted,Table V,atten_word,VP024,SingLEM,BIOT,0.7857142857142857,0.6904761904761905,0.095238095238,f9e3183af31ecdcc61e03fc1a3944fdd3b1bc836632973652c819f2d73b6d1c9,19e4ba8410f9b615611f5d2c8053fc104d3f84ca16cbe8c7c3ddbfebfa0e37c8
subject_adapted,Table V,atten_word,VP025,SingLEM,BIOT,0.6904761904761905,0.5952380952380952,0.095238095238,eee003fec39522dda2314bf7b843772f7a291ceff5e46f2757a97814ee80099e,4f8793d64fcf17e6df0efbff1578d610df7f77d470437c8e0b496c67d81748ec
subject_adapted,Table V,atten_word,VP026,SingLEM,BIOT,0.7380952380952381,0.5,0.238095238095,e625755f5c3893247b285521012b5ac0ddb3e82f783c44266ab0e613230200ef,10c49b2d41afc0d95eb641aff355b43e3402ca2d90bf8685e8a2142e4cb5c044
subject_adapted,Table V,atten_word,VP001,SingLEM,LaBraM,0.6904761904761905,0.6428571428571429,0.047619047619,9643b2f07c243ce6569fa1351b96ceabf6de296c16698d538dd33d1f86a2ca73,67104b816a81e09d4c3ed7e167ef0922365fcb53b3fe9827c248179f2c2dcdf4
subject_adapted,Table V,atten_word,VP002,SingLEM,LaBraM,0.7857142857142857,0.7142857142857143,0.071428571429,70ff5cb441e58e3d161dd466c1f2ffa8be5c630b5edc3563b8ca8b7a000f58b2,f03698bbbcc530cc6738870ceaa4adc76f80048a9b4ee5a8e71b37117a4057db
subject_adapted,Table V,atten_word,VP003,SingLEM,LaBraM,0.6190476190476191,0.5476190476190477,0.071428571429,7388c161e9a8cbb6d924c10ec802effa44527fff20704f196e59d799a95b3323,0ed6227932e92fc1ec78878d73a88efd210af26db96c7aba3f856c02ccea9d0d
subject_adapted,Table V,atten_word,VP004,SingLEM,LaBraM,0.5952380952380952,0.5238095238095238,0.071428571429,171caaaaba9b87d43dfd4bfdb9bb46848c9f8fd800738f9cda4210c0b9dac7eb,a63273fdf5e77da878ec3ed6d655bc2b0019be895483b23efb89cb7c8f38c43b
subject_adapted,Table V,atten_word,VP005,SingLEM,LaBraM,0.6904761904761905,0.4523809523809524,0.238095238095,4a501707f12fff0e8318f164828a11dca073b5ee1c2bb876978a7c1f69d09e2b,379d801915b0b610afad7a649e9cdf777e23e21d9de3e5664eedb8876d8c42a5
subject_adapted,Table V,atten_word,VP006,SingLEM,LaBraM,0.8571428571428571,0.7857142857142857,0.071428571429,47ad2412a7062f23cbdfd17fb2606c8f8d57d98e16ddc2e49871394294033614,00896f2eb8764dd8bd0a2412a87c00b1dd6539af39b9eb1c483af36b773ab650
subject_adapted,Table V,atten_word,VP007,SingLEM,LaBraM,0.7857142857142857,0.7142857142857143,0.071428571429,da2e97a59603c19b4c83e9100593a5fd12c09bd991f6ee85c426bcb775326f2f,5c61237f346fdea5a44fa613eeb1eb572d1d27d020bbf7d7837fea8611b7da92
subject_adapted,Table V,atten_word,VP008,SingLEM,LaBraM,0.6666666666666666,0.40476190476190477,0.261904761905,66f5352f72be3c20e9ab41f66c8b5e556a21fa29ac81748c34c931d5d1a61bce,bfc567202defdc7ff6f04e1fc98d4f50d46e5afcc8e9a2f2d746d6d050a63e1b
subject_adapted,Table V,atten_word,VP009,SingLEM,LaBraM,0.6428571428571429,0.6190476190476191,0.02380952381,e9589446afff7b21ef8d61a9dfc501e5c9b057acdc9c7b2fd199f02d96dccce0,dc3c95698f8f8f1571206a0fe8213daa1e47a400f5d63ef88c7b555457ddfe02
subject_adapted,Table V,atten_word,VP010,SingLEM,LaBraM,0.5952380952380952,0.4523809523809524,0.142857142857,2183f9368405ee3b9bf640cd9c3b9866e5bac07baac685d7d09f5d156802e5e0,064601c61a10fa3cfe3e59b31b3e8caf35a19adbeb7131a9655c4caec848a682
subject_adapted,Table V,atten_word,VP011,SingLEM,LaBraM,0.5714285714285714,0.5,0.071428571429,028a859e7da3af5be32e0db694548aa25c48001d358d1cc9e1fa6c1153beb995,b566436b9e2cf0a7d06e1c7e5c0c08a62f58ba041b08bab4a7c422a5cf4f9d43
subject_adapted,Table V,atten_word,VP012,SingLEM,LaBraM,0.6190476190476191,0.7857142857142857,-0.166666666667,b1cb1488eaeb058ed16c24f4e2df5eb99040da6189d629ab37d7e132b1a27145,66ef94181c138c807be64a4f05b420afecfbf24e1d9d3e884dd5e1fba170ab02
subject_adapted,Table V,atten_word,VP013,SingLEM,LaBraM,0.6190476190476191,0.5476190476190477,0.071428571429,f65c06bf066442d536f53007bd51b9e2152c7b7abfe028e945f9ad6c53dccb21,3d6cf9b23d0358a06b90579c2035752dc5a666e0988c9ad32729d3437f9005e6
subject_adapted,Table V,atten_word,VP014,SingLEM,LaBraM,0.7380952380952381,0.6428571428571429,0.095238095238,e94d5123a29432d3919e6a7c42c4cd301cbe0dbfb6ee7498fd6b1acc0cf5809e,94e8ed24ce3915cad04312fa3060acf82243ffaaaa699b3f6b6d05a4260bfa05
subject_adapted,Table V,atten_word,VP015,SingLEM,LaBraM,0.5952380952380952,0.6428571428571429,-0.047619047619,9ccd5379a39f6fce45a005d48dfd51abc468db25ebb5f36185615641ca44ecf6,bdc31d0ac74eee5f8b4a867e534677435ddf20382de83f9ee71a944467c91e5b
subject_adapted,Table V,atten_word,VP016,SingLEM,LaBraM,0.9047619047619048,0.6190476190476191,0.285714285714,375452f0e85fabbea5e9059159ecdc3a80877ffefdc9e5214460147b8621a7cc,440db16b29b868d555267a520b656478619f5a257f366bee988fa0cfa2f6a073
subject_adapted,Table V,atten_word,VP017,SingLEM,LaBraM,0.7380952380952381,0.47619047619047616,0.261904761905,adfce3b798fec450a04ddf9de5be580394de6871ed4ce9478324fad8ce0e2a20,5fcf21e8e3352a6b1b5595ca2040de4df06aeb3807d9a96f925b1e4889e29e0b
subject_adapted,Table V,atten_word,VP018,SingLEM,LaBraM,0.6428571428571429,0.5238095238095238,0.119047619048,4ceb69c50045a6ce91ecbf950c6583d020115e9c70a6a91a2ac1a3b2a3257168,e27546a3faa762b37f092154bf9e3cccab2cd4f97825939ba5d9d398c8d3a90e
subject_adapted,Table V,atten_word,VP019,SingLEM,LaBraM,0.7380952380952381,0.7857142857142857,-0.047619047619,dd94f47620bf04b0e95af955225d9d7e3eaa0946efaa7d18a4c6c7c02365b604,1738f5f9280a024ce5e1ae48ca77a59e7e874a24a537bdd0e9ebecb9f9f30777
subject_adapted,Table V,atten_word,VP020,SingLEM,LaBraM,0.7142857142857143,0.6904761904761905,0.02380952381,5bdc26996a8e04b60837ad996c7fae883d2449ed2eb0bc0b7f3415c568ddb125,b709921d504df3863880f95fe0297bfab47f3b8e2cf663c2ca893f3982879f95
subject_adapted,Table V,atten_word,VP021,SingLEM,LaBraM,0.6904761904761905,0.5952380952380952,0.095238095238,a0f020555fd5132ba062be4e9d3e4869db9ed91133003acf959809081051e947,36bbeed1c39ee77aa8a214dc9eab21ce26425eb286bbcb5196f0ff5728a44eca
subject_adapted,Table V,atten_word,VP022,SingLEM,LaBraM,0.7619047619047619,0.6428571428571429,0.119047619048,12f0e884661f3041d3817496947ec0a1c34a650e02a8c5e4f85a201fa90717ec,c647d4d2868a5b15fcb54d6b2da956b9c6463cc0c091a35eab4eff4df5b1955d
subject_adapted,Table V,atten_word,VP023,SingLEM,LaBraM,0.6904761904761905,0.7619047619047619,-0.071428571429,47ddd71370649967e16413012f7bea2ee03744ee65a24a89df40cc82f6d0c9c6,f1077882c5edf54b602297c2ddd96203b47c1ecb1042c07ef4c98f7480775dc6
subject_adapted,Table V,atten_word,VP024,SingLEM,LaBraM,0.7857142857142857,0.5,0.285714285714,f9e3183af31ecdcc61e03fc1a3944fdd3b1bc836632973652c819f2d73b6d1c9,19e4ba8410f9b615611f5d2c8053fc104d3f84ca16cbe8c7c3ddbfebfa0e37c8
subject_adapted,Table V,atten_word,VP025,SingLEM,LaBraM,0.6904761904761905,0.7142857142857143,-0.02380952381,eee003fec39522dda2314bf7b843772f7a291ceff5e46f2757a97814ee80099e,4f8793d64fcf17e6df0efbff1578d610df7f77d470437c8e0b496c67d81748ec
subject_adapted,Table V,atten_word,VP026,SingLEM,LaBraM,0.7380952380952381,0.47619047619047616,0.261904761905,e625755f5c3893247b285521012b5ac0ddb3e82f783c44266ab0e613230200ef,10c49b2d41afc0d95eb641aff355b43e3402ca2d90bf8685e8a2142e4cb5c044
subject_adapted,Table V,atten_word,VP001,SingLEM,CBraMod,0.6904761904761905,0.7857142857142857,-0.095238095238,9643b2f07c243ce6569fa1351b96ceabf6de296c16698d538dd33d1f86a2ca73,67104b816a81e09d4c3ed7e167ef0922365fcb53b3fe9827c248179f2c2dcdf4
subject_adapted,Table V,atten_word,VP002,SingLEM,CBraMod,0.7857142857142857,0.7142857142857143,0.071428571429,70ff5cb441e58e3d161dd466c1f2ffa8be5c630b5edc3563b8ca8b7a000f58b2,f03698bbbcc530cc6738870ceaa4adc76f80048a9b4ee5a8e71b37117a4057db
subject_adapted,Table V,atten_word,VP003,SingLEM,CBraMod,0.6190476190476191,0.7857142857142857,-0.166666666667,7388c161e9a8cbb6d924c10ec802effa44527fff20704f196e59d799a95b3323,0ed6227932e92fc1ec78878d73a88efd210af26db96c7aba3f856c02ccea9d0d
subject_adapted,Table V,atten_word,VP004,SingLEM,CBraMod,0.5952380952380952,0.5714285714285714,0.02380952381,171caaaaba9b87d43dfd4bfdb9bb46848c9f8fd800738f9cda4210c0b9dac7eb,a63273fdf5e77da878ec3ed6d655bc2b0019be895483b23efb89cb7c8f38c43b
subject_adapted,Table V,atten_word,VP005,SingLEM,CBraMod,0.6904761904761905,0.6666666666666666,0.02380952381,4a501707f12fff0e8318f164828a11dca073b5ee1c2bb876978a7c1f69d09e2b,379d801915b0b610afad7a649e9cdf777e23e21d9de3e5664eedb8876d8c42a5
subject_adapted,Table V,atten_word,VP006,SingLEM,CBraMod,0.8571428571428571,0.7857142857142857,0.071428571429,47ad2412a7062f23cbdfd17fb2606c8f8d57d98e16ddc2e49871394294033614,00896f2eb8764dd8bd0a2412a87c00b1dd6539af39b9eb1c483af36b773ab650
subject_adapted,Table V,atten_word,VP007,SingLEM,CBraMod,0.7857142857142857,0.6190476190476191,0.166666666667,da2e97a59603c19b4c83e9100593a5fd12c09bd991f6ee85c426bcb775326f2f,5c61237f346fdea5a44fa613eeb1eb572d1d27d020bbf7d7837fea8611b7da92
subject_adapted,Table V,atten_word,VP008,SingLEM,CBraMod,0.6666666666666666,0.5476190476190477,0.119047619048,66f5352f72be3c20e9ab41f66c8b5e556a21fa29ac81748c34c931d5d1a61bce,bfc567202defdc7ff6f04e1fc98d4f50d46e5afcc8e9a2f2d746d6d050a63e1b
subject_adapted,Table V,atten_word,VP009,SingLEM,CBraMod,0.6428571428571429,0.6666666666666666,-0.02380952381,e9589446afff7b21ef8d61a9dfc501e5c9b057acdc9c7b2fd199f02d96dccce0,dc3c95698f8f8f1571206a0fe8213daa1e47a400f5d63ef88c7b555457ddfe02
subject_adapted,Table V,atten_word,VP010,SingLEM,CBraMod,0.5952380952380952,0.6904761904761905,-0.095238095238,2183f9368405ee3b9bf640cd9c3b9866e5bac07baac685d7d09f5d156802e5e0,064601c61a10fa3cfe3e59b31b3e8caf35a19adbeb7131a9655c4caec848a682
subject_adapted,Table V,atten_word,VP011,SingLEM,CBraMod,0.5714285714285714,0.7142857142857143,-0.142857142857,028a859e7da3af5be32e0db694548aa25c48001d358d1cc9e1fa6c1153beb995,b566436b9e2cf0a7d06e1c7e5c0c08a62f58ba041b08bab4a7c422a5cf4f9d43
subject_adapted,Table V,atten_word,VP012,SingLEM,CBraMod,0.6190476190476191,0.7380952380952381,-0.119047619048,b1cb1488eaeb058ed16c24f4e2df5eb99040da6189d629ab37d7e132b1a27145,66ef94181c138c807be64a4f05b420afecfbf24e1d9d3e884dd5e1fba170ab02
subject_adapted,Table V,atten_word,VP013,SingLEM,CBraMod,0.6190476190476191,0.7857142857142857,-0.166666666667,f65c06bf066442d536f53007bd51b9e2152c7b7abfe028e945f9ad6c53dccb21,3d6cf9b23d0358a06b90579c2035752dc5a666e0988c9ad32729d3437f9005e6
subject_adapted,Table V,atten_word,VP014,SingLEM,CBraMod,0.7380952380952381,0.8571428571428571,-0.119047619048,e94d5123a29432d3919e6a7c42c4cd301cbe0dbfb6ee7498fd6b1acc0cf5809e,94e8ed24ce3915cad04312fa3060acf82243ffaaaa699b3f6b6d05a4260bfa05
subject_adapted,Table V,atten_word,VP015,SingLEM,CBraMod,0.5952380952380952,0.7619047619047619,-0.166666666667,9ccd5379a39f6fce45a005d48dfd51abc468db25ebb5f36185615641ca44ecf6,bdc31d0ac74eee5f8b4a867e534677435ddf20382de83f9ee71a944467c91e5b
subject_adapted,Table V,atten_word,VP016,SingLEM,CBraMod,0.9047619047619048,0.7857142857142857,0.119047619048,375452f0e85fabbea5e9059159ecdc3a80877ffefdc9e5214460147b8621a7cc,440db16b29b868d555267a520b656478619f5a257f366bee988fa0cfa2f6a073
subject_adapted,Table V,atten_word,VP017,SingLEM,CBraMod,0.7380952380952381,0.5952380952380952,0.142857142857,adfce3b798fec450a04ddf9de5be580394de6871ed4ce9478324fad8ce0e2a20,5fcf21e8e3352a6b1b5595ca2040de4df06aeb3807d9a96f925b1e4889e29e0b
subject_adapted,Table V,atten_word,VP018,SingLEM,CBraMod,0.6428571428571429,0.7142857142857143,-0.071428571429,4ceb69c50045a6ce91ecbf950c6583d020115e9c70a6a91a2ac1a3b2a3257168,e27546a3faa762b37f092154bf9e3cccab2cd4f97825939ba5d9d398c8d3a90e
subject_adapted,Table V,atten_word,VP019,SingLEM,CBraMod,0.7380952380952381,0.7857142857142857,-0.047619047619,dd94f47620bf04b0e95af955225d9d7e3eaa0946efaa7d18a4c6c7c02365b604,1738f5f9280a024ce5e1ae48ca77a59e7e874a24a537bdd0e9ebecb9f9f30777
subject_adapted,Table V,atten_word,VP020,SingLEM,CBraMod,0.7142857142857143,0.8095238095238095,-0.095238095238,5bdc26996a8e04b60837ad996c7fae883d2449ed2eb0bc0b7f3415c568ddb125,b709921d504df3863880f95fe0297bfab47f3b8e2cf663c2ca893f3982879f95
subject_adapted,Table V,atten_word,VP021,SingLEM,CBraMod,0.6904761904761905,0.6190476190476191,0.071428571429,a0f020555fd5132ba062be4e9d3e4869db9ed91133003acf959809081051e947,36bbeed1c39ee77aa8a214dc9eab21ce26425eb286bbcb5196f0ff5728a44eca
subject_adapted,Table V,atten_word,VP022,SingLEM,CBraMod,0.7619047619047619,0.8333333333333334,-0.071428571429,12f0e884661f3041d3817496947ec0a1c34a650e02a8c5e4f85a201fa90717ec,c647d4d2868a5b15fcb54d6b2da956b9c6463cc0c091a35eab4eff4df5b1955d
subject_adapted,Table V,atten_word,VP023,SingLEM,CBraMod,0.6904761904761905,0.7619047619047619,-0.071428571429,47ddd71370649967e16413012f7bea2ee03744ee65a24a89df40cc82f6d0c9c6,f1077882c5edf54b602297c2ddd96203b47c1ecb1042c07ef4c98f7480775dc6
subject_adapted,Table V,atten_word,VP024,SingLEM,CBraMod,0.7857142857142857,0.6428571428571429,0.142857142857,f9e3183af31ecdcc61e03fc1a3944fdd3b1bc836632973652c819f2d73b6d1c9,19e4ba8410f9b615611f5d2c8053fc104d3f84ca16cbe8c7c3ddbfebfa0e37c8
subject_adapted,Table V,atten_word,VP025,SingLEM,CBraMod,0.6904761904761905,0.8095238095238095,-0.119047619048,eee003fec39522dda2314bf7b843772f7a291ceff5e46f2757a97814ee80099e,4f8793d64fcf17e6df0efbff1578d610df7f77d470437c8e0b496c67d81748ec
subject_adapted,Table V,atten_word,VP026,SingLEM,CBraMod,0.7380952380952381,0.8333333333333334,-0.095238095238,e625755f5c3893247b285521012b5ac0ddb3e82f783c44266ab0e613230200ef,10c49b2d41afc0d95eb641aff355b43e3402ca2d90bf8685e8a2142e4cb5c044
subject_adapted,Table V,atten_word,VP001,SingLEM,CodeBrain,0.6904761904761905,0.7380952380952381,-0.047619047619,9643b2f07c243ce6569fa1351b96ceabf6de296c16698d538dd33d1f86a2ca73,67104b816a81e09d4c3ed7e167ef0922365fcb53b3fe9827c248179f2c2dcdf4
subject_adapted,Table V,atten_word,VP002,SingLEM,CodeBrain,0.7857142857142857,0.6904761904761905,0.095238095238,70ff5cb441e58e3d161dd466c1f2ffa8be5c630b5edc3563b8ca8b7a000f58b2,f03698bbbcc530cc6738870ceaa4adc76f80048a9b4ee5a8e71b37117a4057db
subject_adapted,Table V,atten_word,VP003,SingLEM,CodeBrain,0.6190476190476191,0.7380952380952381,-0.119047619048,7388c161e9a8cbb6d924c10ec802effa44527fff20704f196e59d799a95b3323,0ed6227932e92fc1ec78878d73a88efd210af26db96c7aba3f856c02ccea9d0d
subject_adapted,Table V,atten_word,VP004,SingLEM,CodeBrain,0.5952380952380952,0.6666666666666666,-0.071428571429,171caaaaba9b87d43dfd4bfdb9bb46848c9f8fd800738f9cda4210c0b9dac7eb,a63273fdf5e77da878ec3ed6d655bc2b0019be895483b23efb89cb7c8f38c43b
subject_adapted,Table V,atten_word,VP005,SingLEM,CodeBrain,0.6904761904761905,0.7142857142857143,-0.02380952381,4a501707f12fff0e8318f164828a11dca073b5ee1c2bb876978a7c1f69d09e2b,379d801915b0b610afad7a649e9cdf777e23e21d9de3e5664eedb8876d8c42a5
subject_adapted,Table V,atten_word,VP006,SingLEM,CodeBrain,0.8571428571428571,0.7857142857142857,0.071428571429,47ad2412a7062f23cbdfd17fb2606c8f8d57d98e16ddc2e49871394294033614,00896f2eb8764dd8bd0a2412a87c00b1dd6539af39b9eb1c483af36b773ab650
subject_adapted,Table V,atten_word,VP007,SingLEM,CodeBrain,0.7857142857142857,0.7380952380952381,0.047619047619,da2e97a59603c19b4c83e9100593a5fd12c09bd991f6ee85c426bcb775326f2f,5c61237f346fdea5a44fa613eeb1eb572d1d27d020bbf7d7837fea8611b7da92
subject_adapted,Table V,atten_word,VP008,SingLEM,CodeBrain,0.6666666666666666,0.5714285714285714,0.095238095238,66f5352f72be3c20e9ab41f66c8b5e556a21fa29ac81748c34c931d5d1a61bce,bfc567202defdc7ff6f04e1fc98d4f50d46e5afcc8e9a2f2d746d6d050a63e1b
subject_adapted,Table V,atten_word,VP009,SingLEM,CodeBrain,0.6428571428571429,0.7142857142857143,-0.071428571429,e9589446afff7b21ef8d61a9dfc501e5c9b057acdc9c7b2fd199f02d96dccce0,dc3c95698f8f8f1571206a0fe8213daa1e47a400f5d63ef88c7b555457ddfe02
subject_adapted,Table V,atten_word,VP010,SingLEM,CodeBrain,0.5952380952380952,0.6904761904761905,-0.095238095238,2183f9368405ee3b9bf640cd9c3b9866e5bac07baac685d7d09f5d156802e5e0,064601c61a10fa3cfe3e59b31b3e8caf35a19adbeb7131a9655c4caec848a682
subject_adapted,Table V,atten_word,VP011,SingLEM,CodeBrain,0.5714285714285714,0.6666666666666666,-0.095238095238,028a859e7da3af5be32e0db694548aa25c48001d358d1cc9e1fa6c1153beb995,b566436b9e2cf0a7d06e1c7e5c0c08a62f58ba041b08bab4a7c422a5cf4f9d43
subject_adapted,Table V,atten_word,VP012,SingLEM,CodeBrain,0.6190476190476191,0.5952380952380952,0.02380952381,b1cb1488eaeb058ed16c24f4e2df5eb99040da6189d629ab37d7e132b1a27145,66ef94181c138c807be64a4f05b420afecfbf24e1d9d3e884dd5e1fba170ab02
subject_adapted,Table V,atten_word,VP013,SingLEM,CodeBrain,0.6190476190476191,0.7380952380952381,-0.119047619048,f65c06bf066442d536f53007bd51b9e2152c7b7abfe028e945f9ad6c53dccb21,3d6cf9b23d0358a06b90579c2035752dc5a666e0988c9ad32729d3437f9005e6
subject_adapted,Table V,atten_word,VP014,SingLEM,CodeBrain,0.7380952380952381,0.8571428571428571,-0.119047619048,e94d5123a29432d3919e6a7c42c4cd301cbe0dbfb6ee7498fd6b1acc0cf5809e,94e8ed24ce3915cad04312fa3060acf82243ffaaaa699b3f6b6d05a4260bfa05
subject_adapted,Table V,atten_word,VP015,SingLEM,CodeBrain,0.5952380952380952,0.7142857142857143,-0.119047619048,9ccd5379a39f6fce45a005d48dfd51abc468db25ebb5f36185615641ca44ecf6,bdc31d0ac74eee5f8b4a867e534677435ddf20382de83f9ee71a944467c91e5b
subject_adapted,Table V,atten_word,VP016,SingLEM,CodeBrain,0.9047619047619048,0.7380952380952381,0.166666666667,375452f0e85fabbea5e9059159ecdc3a80877ffefdc9e5214460147b8621a7cc,440db16b29b868d555267a520b656478619f5a257f366bee988fa0cfa2f6a073
subject_adapted,Table V,atten_word,VP017,SingLEM,CodeBrain,0.7380952380952381,0.5714285714285714,0.166666666667,adfce3b798fec450a04ddf9de5be580394de6871ed4ce9478324fad8ce0e2a20,5fcf21e8e3352a6b1b5595ca2040de4df06aeb3807d9a96f925b1e4889e29e0b
subject_adapted,Table V,atten_word,VP018,SingLEM,CodeBrain,0.6428571428571429,0.6428571428571429,0.0,4ceb69c50045a6ce91ecbf950c6583d020115e9c70a6a91a2ac1a3b2a3257168,e27546a3faa762b37f092154bf9e3cccab2cd4f97825939ba5d9d398c8d3a90e
subject_adapted,Table V,atten_word,VP019,SingLEM,CodeBrain,0.7380952380952381,0.8095238095238095,-0.071428571429,dd94f47620bf04b0e95af955225d9d7e3eaa0946efaa7d18a4c6c7c02365b604,1738f5f9280a024ce5e1ae48ca77a59e7e874a24a537bdd0e9ebecb9f9f30777
subject_adapted,Table V,atten_word,VP020,SingLEM,CodeBrain,0.7142857142857143,0.7857142857142857,-0.071428571429,5bdc26996a8e04b60837ad996c7fae883d2449ed2eb0bc0b7f3415c568ddb125,b709921d504df3863880f95fe0297bfab47f3b8e2cf663c2ca893f3982879f95
subject_adapted,Table V,atten_word,VP021,SingLEM,CodeBrain,0.6904761904761905,0.5238095238095238,0.166666666667,a0f020555fd5132ba062be4e9d3e4869db9ed91133003acf959809081051e947,36bbeed1c39ee77aa8a214dc9eab21ce26425eb286bbcb5196f0ff5728a44eca
subject_adapted,Table V,atten_word,VP022,SingLEM,CodeBrain,0.7619047619047619,0.8095238095238095,-0.047619047619,12f0e884661f3041d3817496947ec0a1c34a650e02a8c5e4f85a201fa90717ec,c647d4d2868a5b15fcb54d6b2da956b9c6463cc0c091a35eab4eff4df5b1955d
subject_adapted,Table V,atten_word,VP023,SingLEM,CodeBrain,0.6904761904761905,0.6904761904761905,0.0,47ddd71370649967e16413012f7bea2ee03744ee65a24a89df40cc82f6d0c9c6,f1077882c5edf54b602297c2ddd96203b47c1ecb1042c07ef4c98f7480775dc6
subject_adapted,Table V,atten_word,VP024,SingLEM,CodeBrain,0.7857142857142857,0.7142857142857143,0.071428571429,f9e3183af31ecdcc61e03fc1a3944fdd3b1bc836632973652c819f2d73b6d1c9,19e4ba8410f9b615611f5d2c8053fc104d3f84ca16cbe8c7c3ddbfebfa0e37c8
subject_adapted,Table V,atten_word,VP025,SingLEM,CodeBrain,0.6904761904761905,0.5476190476190477,0.142857142857,eee003fec39522dda2314bf7b843772f7a291ceff5e46f2757a97814ee80099e,4f8793d64fcf17e6df0efbff1578d610df7f77d470437c8e0b496c67d81748ec
subject_adapted,Table V,atten_word,VP026,SingLEM,CodeBrain,0.7380952380952381,0.7142857142857143,0.02380952381,e625755f5c3893247b285521012b5ac0ddb3e82f783c44266ab0e613230200ef,10c49b2d41afc0d95eb641aff355b43e3402ca2d90bf8685e8a2142e4cb5c044
subject_adapted,Table V,atten_word,VP001,SingLEM,CSBrain,0.6904761904761905,0.7380952380952381,-0.047619047619,9643b2f07c243ce6569fa1351b96ceabf6de296c16698d538dd33d1f86a2ca73,67104b816a81e09d4c3ed7e167ef0922365fcb53b3fe9827c248179f2c2dcdf4
subject_adapted,Table V,atten_word,VP002,SingLEM,CSBrain,0.7857142857142857,0.7380952380952381,0.047619047619,70ff5cb441e58e3d161dd466c1f2ffa8be5c630b5edc3563b8ca8b7a000f58b2,f03698bbbcc530cc6738870ceaa4adc76f80048a9b4ee5a8e71b37117a4057db
subject_adapted,Table V,atten_word,VP003,SingLEM,CSBrain,0.6190476190476191,0.7619047619047619,-0.142857142857,7388c161e9a8cbb6d924c10ec802effa44527fff20704f196e59d799a95b3323,0ed6227932e92fc1ec78878d73a88efd210af26db96c7aba3f856c02ccea9d0d
subject_adapted,Table V,atten_word,VP004,SingLEM,CSBrain,0.5952380952380952,0.5,0.095238095238,171caaaaba9b87d43dfd4bfdb9bb46848c9f8fd800738f9cda4210c0b9dac7eb,a63273fdf5e77da878ec3ed6d655bc2b0019be895483b23efb89cb7c8f38c43b
subject_adapted,Table V,atten_word,VP005,SingLEM,CSBrain,0.6904761904761905,0.6904761904761905,0.0,4a501707f12fff0e8318f164828a11dca073b5ee1c2bb876978a7c1f69d09e2b,379d801915b0b610afad7a649e9cdf777e23e21d9de3e5664eedb8876d8c42a5
subject_adapted,Table V,atten_word,VP006,SingLEM,CSBrain,0.8571428571428571,0.7857142857142857,0.071428571429,47ad2412a7062f23cbdfd17fb2606c8f8d57d98e16ddc2e49871394294033614,00896f2eb8764dd8bd0a2412a87c00b1dd6539af39b9eb1c483af36b773ab650
subject_adapted,Table V,atten_word,VP007,SingLEM,CSBrain,0.7857142857142857,0.7142857142857143,0.071428571429,da2e97a59603c19b4c83e9100593a5fd12c09bd991f6ee85c426bcb775326f2f,5c61237f346fdea5a44fa613eeb1eb572d1d27d020bbf7d7837fea8611b7da92
subject_adapted,Table V,atten_word,VP008,SingLEM,CSBrain,0.6666666666666666,0.5714285714285714,0.095238095238,66f5352f72be3c20e9ab41f66c8b5e556a21fa29ac81748c34c931d5d1a61bce,bfc567202defdc7ff6f04e1fc98d4f50d46e5afcc8e9a2f2d746d6d050a63e1b
subject_adapted,Table V,atten_word,VP009,SingLEM,CSBrain,0.6428571428571429,0.7619047619047619,-0.119047619048,e9589446afff7b21ef8d61a9dfc501e5c9b057acdc9c7b2fd199f02d96dccce0,dc3c95698f8f8f1571206a0fe8213daa1e47a400f5d63ef88c7b555457ddfe02
subject_adapted,Table V,atten_word,VP010,SingLEM,CSBrain,0.5952380952380952,0.5952380952380952,0.0,2183f9368405ee3b9bf640cd9c3b9866e5bac07baac685d7d09f5d156802e5e0,064601c61a10fa3cfe3e59b31b3e8caf35a19adbeb7131a9655c4caec848a682
subject_adapted,Table V,atten_word,VP011,SingLEM,CSBrain,0.5714285714285714,0.5476190476190477,0.02380952381,028a859e7da3af5be32e0db694548aa25c48001d358d1cc9e1fa6c1153beb995,b566436b9e2cf0a7d06e1c7e5c0c08a62f58ba041b08bab4a7c422a5cf4f9d43
subject_adapted,Table V,atten_word,VP012,SingLEM,CSBrain,0.6190476190476191,0.7142857142857143,-0.095238095238,b1cb1488eaeb058ed16c24f4e2df5eb99040da6189d629ab37d7e132b1a27145,66ef94181c138c807be64a4f05b420afecfbf24e1d9d3e884dd5e1fba170ab02
